Day,MSE_mu,Accuracy
Day 0,0.023127416940623664,0.74
Day 1,0.01916099871066264,0.66
Day 2,0.011201894849055573,0.82
Day 3,0.011240497294037399,0.88
Day 4,0.010558397969769545,0.62
Day 5,0.014091807217750536,0.68
Day 6,0.011713740321901422,0.78
Day 7,0.008008652142903984,0.7
Day 8,0.010175242096739158,0.78
Day 9,0.008185818556026797,0.8
Day 10,0.01024434160713688,0.58
Day 11,0.010113933883095273,0.78
Day 12,0.005154780878994619,0.78
Day 13,0.006339044588385476,0.8
Day 14,0.009370152584931289,0.72
Day 15,0.0057111388321557325,0.78
Day 16,0.00693586885220968,0.82
Day 17,0.004913586855228509,0.84
Day 18,0.006166253056002913,0.72
Day 19,0.007174741256628438,0.6
