Day,MSE_mu,Accuracy
Day 0,0.026288088535147327,0.74
Day 1,0.02177409647492011,0.66
Day 2,0.018809403271960474,0.7
Day 3,0.014758532862538174,0.58
Day 4,0.014330532812878188,0.8
Day 5,0.01849188796073453,0.54
Day 6,0.015186655089260688,0.72
Day 7,0.011733012316301762,0.78
Day 8,0.013446734008115946,0.82
Day 9,0.01337837607558897,0.7
Day 10,0.008883824801012578,0.74
Day 11,0.011965632565711207,0.74
Day 12,0.011231190242151893,0.78
Day 13,0.010847404702753909,0.86
Day 14,0.011400535688774322,0.8
Day 15,0.01153391881267079,0.7
Day 16,0.008605669404427124,0.78
Day 17,0.009382872368769992,0.72
Day 18,0.007931986986626565,0.86
Day 19,0.0055176422037061315,0.76
