Day,MSE_mu,Accuracy
Day 0,0.025227921591499086,0.68
Day 1,0.015011200316562206,0.7
Day 2,0.013759177402033534,0.76
Day 3,0.012914539343948433,0.68
Day 4,0.011821706515589885,0.82
Day 5,0.008070379175432402,0.78
Day 6,0.006531991681193673,0.88
Day 7,0.008367624137953202,0.8
Day 8,0.006490328634018051,0.82
Day 9,0.006822290644403955,0.86
Day 10,0.007661500193518468,0.76
Day 11,0.006508302733117313,0.78
Day 12,0.008968936927860657,0.68
Day 13,0.006356307932593651,0.94
Day 14,0.008354178335310493,0.88
Day 15,0.006769108665641941,0.82
Day 16,0.007624280812953208,0.76
Day 17,0.005708742631972371,0.78
Day 18,0.00568891557178579,0.88
Day 19,0.0048861126310749655,0.8
