Day,MSE_mu,Accuracy
Day 0,0.021560064701325234,0.78
Day 1,0.015245259384565725,0.7
Day 2,0.011236874867467925,0.76
Day 3,0.010316232707152853,0.78
Day 4,0.007252959121720921,0.8
Day 5,0.0077221137845313766,0.94
Day 6,0.006598845612634237,0.86
Day 7,0.00916662190126654,0.88
Day 8,0.005491923415110152,0.9
Day 9,0.007053121993616333,0.8
Day 10,0.0061012844318983055,0.92
Day 11,0.0066498538917696744,0.64
Day 12,0.005117149510333956,0.88
Day 13,0.006318451776453759,0.84
Day 14,0.004632726044399034,0.82
Day 15,0.004862421007710112,0.92
Day 16,0.0028583827443012127,0.86
Day 17,0.0045915914215449724,0.74
Day 18,0.0044126803689847945,0.86
Day 19,0.0038258740229297388,0.94
