Day,MSE_mu,Accuracy
Day 0,0.017141308515444802,0.84
Day 1,0.013141400452896922,0.76
Day 2,0.010772839007436093,0.8
Day 3,0.007001999706775261,0.94
Day 4,0.008340107513448639,0.86
Day 5,0.0072984851243771895,0.84
Day 6,0.00898458099757393,0.82
Day 7,0.005563270689581602,0.86
Day 8,0.004777973186892082,0.94
Day 9,0.00599876147383621,0.92
Day 10,0.004494190480269667,0.88
Day 11,0.005902639565845778,0.86
Day 12,0.004385162111599217,0.86
Day 13,0.005615386805171547,0.9
Day 14,0.004015258399013077,0.92
Day 15,0.0040377562573183775,0.92
Day 16,0.003843126981754115,0.88
Day 17,0.0030261364446343042,0.84
Day 18,0.003939107624549871,0.96
Day 19,0.003917121132525524,0.82
