Day,MSE_mu,Accuracy
Day 0,0.02217457031739011,0.72
Day 1,0.019363076080484334,0.66
Day 2,0.013736376445278616,0.72
Day 3,0.009510569379242507,0.82
Day 4,0.009499787878592812,0.76
Day 5,0.006534004443696127,0.9
Day 6,0.009675686897028406,0.78
Day 7,0.008543650671247342,0.74
Day 8,0.006235910769223274,0.94
Day 9,0.004651275645068848,0.78
Day 10,0.006860719432377822,0.86
Day 11,0.006091240195440728,0.8
Day 12,0.007187494966036772,0.84
Day 13,0.006446726667438864,0.78
Day 14,0.005811136830406756,0.86
Day 15,0.006246069415444179,0.76
Day 16,0.004461272434351453,0.86
Day 17,0.004895229500960062,0.82
Day 18,0.0057353898990970065,0.78
Day 19,0.006464161583886348,0.82
