Day,MSE_mu,Accuracy
Day 0,0.020935572919244104,0.7
Day 1,0.008444448267642233,0.74
Day 2,0.012636853499146516,0.78
Day 3,0.010151862099706891,0.7
Day 4,0.010361772412607762,0.72
Day 5,0.00792004576090183,0.8
Day 6,0.009094419331821608,0.8
Day 7,0.00801112476522218,0.88
Day 8,0.00948441161106077,0.84
Day 9,0.007540160423279356,0.8
Day 10,0.009565092100148094,0.76
Day 11,0.006847184302211191,0.74
Day 12,0.007453835267850338,0.82
Day 13,0.0058416738332043834,0.68
Day 14,0.006324505170252678,0.86
Day 15,0.007153103526757639,0.82
Day 16,0.0064582179786477545,0.84
Day 17,0.006380393764192603,0.82
Day 18,0.005594621648071851,0.86
Day 19,0.004942084324095784,0.78
