Day,MSE_mu,Accuracy
Day 0,0.03191938115216056,0.62
Day 1,0.02527390875023571,0.68
Day 2,0.02649870488514081,0.7
Day 3,0.01747017446261326,0.72
Day 4,0.014845518379793398,0.8
Day 5,0.019062284218911187,0.74
Day 6,0.012087325990874613,0.8
Day 7,0.015600087222834921,0.82
Day 8,0.012246232298814396,0.84
Day 9,0.009764641395855452,0.78
Day 10,0.01114084370210666,0.82
Day 11,0.009191199347303478,0.78
Day 12,0.008909999149112112,0.9
Day 13,0.009577844183980591,0.84
Day 14,0.006041861105097664,0.74
Day 15,0.008761092321798154,0.86
Day 16,0.005872042146158406,0.92
Day 17,0.007961231893766943,0.88
Day 18,0.010209519602870603,0.7
Day 19,0.00859721241434825,0.74
