Day,MSE_mu,Accuracy
Day 0,0.036128854839441026,0.66
Day 1,0.013739709874479828,0.8
Day 2,0.02436107262532353,0.58
Day 3,0.013730253559146924,0.84
Day 4,0.016651437542491147,0.68
Day 5,0.010435761476817419,0.78
Day 6,0.011319023075476099,0.62
Day 7,0.010325176237159174,0.84
Day 8,0.01053369207020528,0.64
Day 9,0.008940357620417649,0.7
Day 10,0.008486246194699107,0.74
Day 11,0.01677726524761002,0.68
Day 12,0.00916487294924343,0.64
Day 13,0.012480392091454394,0.82
Day 14,0.011632617796797499,0.64
Day 15,0.010149730005242021,0.78
Day 16,0.01083028192818997,0.78
Day 17,0.008763873372478779,0.78
Day 18,0.009760878428832935,0.68
Day 19,0.007837933241797566,0.82
