Day,MSE_mu,Accuracy
Day 0,0.021049523140603935,0.78
Day 1,0.011962837108746523,0.84
Day 2,0.01383921166368875,0.8
Day 3,0.014382146748346834,0.62
Day 4,0.012821605289316073,0.72
Day 5,0.012640495510994254,0.92
Day 6,0.007351646453913036,0.92
Day 7,0.006950336317073979,0.88
Day 8,0.008576126542008204,0.9
Day 9,0.006170922199981081,0.78
Day 10,0.005590840883876216,0.88
Day 11,0.0057521725669262705,0.86
Day 12,0.006294732632020634,0.76
Day 13,0.006453722174061421,0.82
Day 14,0.006160302228779953,0.9
Day 15,0.005719784465775314,0.94
Day 16,0.004383178143592385,0.94
Day 17,0.004296639231588551,0.92
Day 18,0.004390192888614164,0.88
Day 19,0.003491627071079846,0.92
