Day,MSE_mu,Accuracy
Day 0,0.020498510815336334,0.84
Day 1,0.01087146628817906,0.76
Day 2,0.014188206223626102,0.66
Day 3,0.009004599333177583,0.82
Day 4,0.008391450180533505,0.8
Day 5,0.009690202752604312,0.9
Day 6,0.010305406557593407,0.78
Day 7,0.008032512962332438,0.9
Day 8,0.0055156546754690245,0.84
Day 9,0.005305873749026185,0.9
Day 10,0.0054956226591207314,0.86
Day 11,0.005658964551792004,0.98
Day 12,0.006153158770919233,0.82
Day 13,0.00639167985695266,0.76
Day 14,0.005228499303078769,0.86
Day 15,0.004671295718829634,0.84
Day 16,0.005666179557153895,0.84
Day 17,0.006340661301696487,0.8
Day 18,0.006163268231191856,0.78
Day 19,0.004611100319476631,0.92
