Day,MSE_mu,Accuracy
Day 0,0.03503053269750188,0.6
Day 1,0.019741565867530616,0.7
Day 2,0.029578540593660017,0.5
Day 3,0.018953558651901903,0.84
Day 4,0.014249345507782766,0.84
Day 5,0.014889429661975949,0.76
Day 6,0.013553754901548521,0.7
Day 7,0.012642374786134123,0.76
Day 8,0.009909464733763867,0.84
Day 9,0.011941712106249502,0.8
Day 10,0.009455694794306727,0.94
Day 11,0.008593033676965853,0.86
Day 12,0.006194424799159139,0.84
Day 13,0.008776292268826005,0.78
Day 14,0.007211273828111057,0.86
Day 15,0.006926575377138781,0.88
Day 16,0.006814630229274976,0.78
Day 17,0.004366882199672709,0.88
Day 18,0.005284469022377144,0.8
Day 19,0.004593137110024829,0.9
