Day,MSE_mu,Accuracy
Day 0,0.033775387596421694,0.76
Day 1,0.016199589209839674,0.78
Day 2,0.009094393743162012,0.88
Day 3,0.007902823553269753,0.82
Day 4,0.0074064305836481145,0.74
Day 5,0.0061637636818046675,0.84
Day 6,0.005897158140885486,0.86
Day 7,0.006579157600237668,0.94
Day 8,0.00625040145847956,0.88
Day 9,0.007938890260888619,0.84
Day 10,0.007924605554664758,0.84
Day 11,0.006580413203206442,0.8
Day 12,0.006926153528893323,0.92
Day 13,0.0055156530084900625,0.86
Day 14,0.00749174359130823,0.78
Day 15,0.004441437598110199,0.84
Day 16,0.0066764203042129575,0.82
Day 17,0.004505366040599721,0.8
Day 18,0.006977477496034468,0.82
Day 19,0.006500580955428226,0.8
