Day,MSE_mu,Accuracy
Day 0,0.017487504448068788,0.88
Day 1,0.015499952405661493,0.84
Day 2,0.007142915497247647,0.92
Day 3,0.011463970907256196,0.7
Day 4,0.010206046827373312,0.9
Day 5,0.010065893950609743,0.8
Day 6,0.007306810628293498,0.92
Day 7,0.007125252561211081,0.86
Day 8,0.007571276870351644,0.92
Day 9,0.005476040133915595,0.82
Day 10,0.00486168798402307,0.88
Day 11,0.004956413320727476,0.94
Day 12,0.006271174821534779,0.84
Day 13,0.005774327885619688,0.92
Day 14,0.003294889177472028,0.96
Day 15,0.004257530657212581,0.8
Day 16,0.003886075596964924,0.92
Day 17,0.003582815857818621,0.78
Day 18,0.0027560207814234087,0.92
Day 19,0.003499603518802261,0.86
