Day,MSE_mu,Accuracy
Day 0,0.016320580298137,0.84
Day 1,0.008618391437223566,0.88
Day 2,0.012252301519448758,0.84
Day 3,0.009847715299156096,0.8
Day 4,0.009768427714754247,0.78
Day 5,0.008047413213611255,0.78
Day 6,0.009570392991020736,0.8
Day 7,0.00821095537196096,0.82
Day 8,0.009366339467121133,0.78
Day 9,0.007869112410944555,0.92
Day 10,0.006677606204926238,0.84
Day 11,0.008294819364349738,0.82
Day 12,0.005145264815878553,0.82
Day 13,0.0060543767675518565,0.8
Day 14,0.006209768827092937,0.86
Day 15,0.005766010010050408,0.92
Day 16,0.005442448605626943,0.92
Day 17,0.004726747226786362,0.88
Day 18,0.0050756253615293475,0.82
Day 19,0.004259991913383135,0.9
