Day,MSE_mu,Accuracy
Day 0,0.01928934944238888,0.88
Day 1,0.012905100950350731,0.78
Day 2,0.008890088267622488,0.82
Day 3,0.011858169924012948,0.82
Day 4,0.00604491447283245,0.94
Day 5,0.00971913188178011,0.8
Day 6,0.007361761269862673,0.86
Day 7,0.005175825210742194,0.94
Day 8,0.006102872607429047,0.78
Day 9,0.007351593725765178,0.76
Day 10,0.005125180704520318,0.76
Day 11,0.007015344752163087,0.84
Day 12,0.004702316857134825,0.86
Day 13,0.004766201635560493,0.86
Day 14,0.004450669700479035,0.72
Day 15,0.004622189057551327,0.94
Day 16,0.004270761245597727,0.84
Day 17,0.003925765460968369,0.88
Day 18,0.003430485256488519,0.8
Day 19,0.003969462574571882,0.78
