Day,MSE_mu,Accuracy
Day 0,0.03203511917290945,0.74
Day 1,0.02327006588510561,0.62
Day 2,0.022627693319826066,0.64
Day 3,0.01712657693469649,0.66
Day 4,0.013964456532703041,0.84
Day 5,0.012794837502529223,0.78
Day 6,0.010813433146383767,0.82
Day 7,0.01450254199301934,0.74
Day 8,0.010332715784034703,0.78
Day 9,0.012490443232956243,0.8
Day 10,0.010268058071743611,0.78
Day 11,0.0075338926729018344,0.82
Day 12,0.010616572388494517,0.74
Day 13,0.01016989780587037,0.68
Day 14,0.00797884509387701,0.88
Day 15,0.01065000870411094,0.68
Day 16,0.009503972315760919,0.74
Day 17,0.008758947086414351,0.86
Day 18,0.007430076948115015,0.78
Day 19,0.007576302668192099,0.76
