Day,MSE_mu,Accuracy
Day 0,0.03177770601967639,0.74
Day 1,0.022532789816237395,0.78
Day 2,0.013747649439307752,0.82
Day 3,0.01259750080225529,0.76
Day 4,0.013977920022382446,0.78
Day 5,0.014512989091622464,0.72
Day 6,0.012908396210641049,0.8
Day 7,0.00995009839247514,0.66
Day 8,0.011966305343846096,0.64
Day 9,0.009710929748730314,0.84
Day 10,0.012365212136698776,0.78
Day 11,0.010824772466930909,0.74
Day 12,0.008638066654785406,0.7
Day 13,0.008293582330113092,0.8
Day 14,0.0063215393846299105,0.84
Day 15,0.00742074013478363,0.84
Day 16,0.009525044201605503,0.78
Day 17,0.007893881460463116,0.82
Day 18,0.007028796165658998,0.8
Day 19,0.007789188869271489,0.8
