Day,MSE_mu,Accuracy
Day 0,0.04414971558634221,0.6
Day 1,0.043688198414896406,0.38
Day 2,0.019540325721538673,0.72
Day 3,0.017074213179862786,0.74
Day 4,0.02553576667771667,0.58
Day 5,0.01340586443913259,0.76
Day 6,0.017070106757948292,0.7
Day 7,0.016882334986065294,0.62
Day 8,0.019480125495139427,0.7
Day 9,0.021189347010171673,0.52
Day 10,0.01598070419691742,0.84
Day 11,0.018896467018560643,0.8
Day 12,0.013302493197116063,0.68
Day 13,0.013009009677086436,0.82
Day 14,0.011274887237555674,0.82
Day 15,0.015385393070427897,0.6
Day 16,0.012129158274007802,0.8
Day 17,0.014861367463844774,0.7
Day 18,0.011550665300955335,0.78
Day 19,0.008159795706678729,0.76
