Day,MSE_mu,Accuracy
Day 0,0.04936271011811585,0.62
Day 1,0.027103550108816706,0.6
Day 2,0.017465981844222524,0.94
Day 3,0.011819574080028985,0.86
Day 4,0.012159370752591932,0.86
Day 5,0.010802778584128165,0.76
Day 6,0.008174544123094827,0.86
Day 7,0.011395456120407531,0.82
Day 8,0.008088885402101982,0.96
Day 9,0.00870537884413434,0.86
Day 10,0.008117346144026497,0.86
Day 11,0.005598448185611961,0.88
Day 12,0.007051437794498367,0.88
Day 13,0.003961761763892315,0.9
Day 14,0.00563903784312868,0.8
Day 15,0.0065607542943628885,0.84
Day 16,0.004647797201368469,0.92
Day 17,0.0051727545488220415,0.76
Day 18,0.005411012025175385,0.88
Day 19,0.005309225276905363,0.92
