Day,MSE_mu,Accuracy
Day 0,0.024131187595522106,0.78
Day 1,0.018381628614757926,0.64
Day 2,0.015206935187166164,0.76
Day 3,0.008593108684281247,0.84
Day 4,0.008690283898777061,0.86
Day 5,0.009469541088457102,0.72
Day 6,0.008655861902866666,0.8
Day 7,0.009096734051563155,0.94
Day 8,0.008872041986190293,0.84
Day 9,0.012456257659365724,0.78
Day 10,0.00791575289372116,0.84
Day 11,0.0076022854401497815,0.94
Day 12,0.008530118829828636,0.8
Day 13,0.00638228624576037,0.76
Day 14,0.00724019152432453,0.9
Day 15,0.00443230653454493,0.88
Day 16,0.007658192796913593,0.84
Day 17,0.007042926659892283,0.72
Day 18,0.007162555695067793,0.8
Day 19,0.00643080642550049,0.74
