Day,MSE_mu,Accuracy
Day 0,0.019503044447627595,0.8
Day 1,0.014580070996787415,0.74
Day 2,0.01772452568940006,0.6
Day 3,0.012570960201616094,0.74
Day 4,0.010290210690314047,0.82
Day 5,0.011335751294878868,0.68
Day 6,0.009182500188340789,0.76
Day 7,0.00954539493643501,0.7
Day 8,0.01000821888279126,0.82
Day 9,0.008536500648390852,0.82
Day 10,0.007820619178777742,0.8
Day 11,0.008116476992078219,0.74
Day 12,0.006074056717312287,0.86
Day 13,0.007486715658628301,0.82
Day 14,0.007683368027616044,0.64
Day 15,0.007194130917136808,0.78
Day 16,0.0059019139239579075,0.92
Day 17,0.004935380588427074,0.7
Day 18,0.006204111781773489,0.82
Day 19,0.0065237763963687904,0.82
