Day,MSE_mu,Accuracy
Day 0,0.029918150222442416,0.88
Day 1,0.02047770912366562,0.8
Day 2,0.010376966655601765,0.86
Day 3,0.015870323417784226,0.74
Day 4,0.014911977263904867,0.86
Day 5,0.01528925949534025,0.78
Day 6,0.016828684600841914,0.72
Day 7,0.014124671778957303,0.74
Day 8,0.011126897410364088,0.64
Day 9,0.013778698326067235,0.82
Day 10,0.00876083268680166,0.78
Day 11,0.009853315730093005,0.78
Day 12,0.010867824972912807,0.7
Day 13,0.010995847585371026,0.76
Day 14,0.006067249658952301,0.8
Day 15,0.008946482617381527,0.88
Day 16,0.008015293909701095,0.82
Day 17,0.008557099944106276,0.68
Day 18,0.006667593507014103,0.84
Day 19,0.005987732883416885,0.74
