Day,MSE_mu,Accuracy
Day 0,0.033779146665020805,0.62
Day 1,0.010432228524632423,0.88
Day 2,0.011354617319085247,0.8
Day 3,0.016961311035720496,0.66
Day 4,0.012925639103701824,0.7
Day 5,0.009062906244181355,0.86
Day 6,0.012052403743239808,0.8
Day 7,0.00776851818073636,0.78
Day 8,0.00884077570945973,0.78
Day 9,0.007156115355114799,0.8
Day 10,0.007435725955153374,0.78
Day 11,0.007568354642116055,0.9
Day 12,0.00669173711379892,0.86
Day 13,0.00806155617526974,0.82
Day 14,0.006501102864870839,0.8
Day 15,0.005707785890776492,0.8
Day 16,0.0075780439202204515,0.86
Day 17,0.005545957337471305,0.78
Day 18,0.005448174055280801,0.94
Day 19,0.005531427856379689,0.86
