Day,MSE_mu,Accuracy
Day 0,0.024455491180637817,0.76
Day 1,0.009978254929791035,0.88
Day 2,0.01137906270187977,0.8
Day 3,0.010284766257089923,0.88
Day 4,0.009600006761104608,0.84
Day 5,0.009085389864733484,0.72
Day 6,0.013033954752864702,0.76
Day 7,0.012656926056846929,0.68
Day 8,0.008641047464864219,0.74
Day 9,0.007214151137183981,0.78
Day 10,0.00503251960148644,0.8
Day 11,0.007836718550754325,0.82
Day 12,0.00997711575925571,0.8
Day 13,0.0066020313183165116,0.86
Day 14,0.006652576604593047,0.92
Day 15,0.007098274772095737,0.86
Day 16,0.008845117497596441,0.96
Day 17,0.005072891183017171,0.7
Day 18,0.00517813488221396,0.76
Day 19,0.005909788052896088,0.72
