Day,MSE_mu,Accuracy
Day 0,0.0222559099258108,0.8
Day 1,0.013768986906099824,0.86
Day 2,0.01102790439643982,0.92
Day 3,0.008120817824073211,0.78
Day 4,0.007588809181934367,0.92
Day 5,0.006427076172428126,0.84
Day 6,0.006436949152349848,0.8
Day 7,0.007347982089265668,0.84
Day 8,0.0074609731295249655,0.88
Day 9,0.006699473895639667,0.78
Day 10,0.005955692623116828,0.92
Day 11,0.006883876366785546,0.82
Day 12,0.004165301169291186,0.88
Day 13,0.004161287874808711,0.9
Day 14,0.005249295519642749,0.8
Day 15,0.004521195604141759,0.82
Day 16,0.005957179425372163,0.8
Day 17,0.004918959845125957,0.9
Day 18,0.004554456248468019,0.92
Day 19,0.00423278999130614,0.88
