Day,MSE_mu,Accuracy
Day 0,0.0179389395154555,0.84
Day 1,0.013097366368364059,0.72
Day 2,0.011859377103170568,0.68
Day 3,0.008977261384933724,0.94
Day 4,0.00867581319081666,0.88
Day 5,0.007560873939781929,0.7
Day 6,0.0070585651578159506,0.82
Day 7,0.004605824640259299,0.92
Day 8,0.0093812660728836,0.68
Day 9,0.006930877575090202,0.86
Day 10,0.007128521785444913,0.9
Day 11,0.006420402449160037,0.82
Day 12,0.006779594404208698,0.76
Day 13,0.006588776370090567,0.82
Day 14,0.006123736002235642,0.78
Day 15,0.0058393476866413895,0.82
Day 16,0.004912256739938759,0.88
Day 17,0.00593698438994686,0.9
Day 18,0.0054907223466876,0.8
Day 19,0.005770286482144266,0.86
