Day,MSE_mu,Accuracy
Day 0,0.011841193894078101,0.9
Day 1,0.00991320430386244,0.78
Day 2,0.011567764308065257,0.8
Day 3,0.009654187555023496,0.76
Day 4,0.008339942969237492,0.86
Day 5,0.007472541190357872,0.9
Day 6,0.007553445324129513,0.84
Day 7,0.008342159146589081,0.8
Day 8,0.005587019831355038,0.92
Day 9,0.005381482964771788,0.9
Day 10,0.004452948461002189,0.92
Day 11,0.006370990383347131,0.84
Day 12,0.0048290299209932394,0.84
Day 13,0.00379498060634585,0.92
Day 14,0.004688717911977607,0.84
Day 15,0.004344280643029375,0.82
Day 16,0.004641329988828768,0.86
Day 17,0.003984635722282677,0.9
Day 18,0.004890895750466983,0.78
Day 19,0.003566642877454798,0.88
