Day,MSE_mu,Accuracy
Day 0,0.026138483995055972,0.72
Day 1,0.02161075001440969,0.8
Day 2,0.016592996483841622,0.74
Day 3,0.011780626872167068,0.9
Day 4,0.011323548347321792,0.74
Day 5,0.008768815267536449,0.88
Day 6,0.010118447168125733,0.8
Day 7,0.008620852048760758,0.88
Day 8,0.007663543559403111,0.78
Day 9,0.007694784846667971,0.92
Day 10,0.008512350549609242,0.88
Day 11,0.004093332712454093,0.92
Day 12,0.007425778494107403,0.82
Day 13,0.007075545957252481,0.8
Day 14,0.005499568878512458,0.92
Day 15,0.006174003696526555,0.88
Day 16,0.004226001089947213,0.86
Day 17,0.005159094441237689,0.94
Day 18,0.004381121935966306,0.86
Day 19,0.004189426298438592,0.96
