Day,MSE_mu,Accuracy
Day 0,0.03246117321301094,0.74
Day 1,0.014566301970153354,0.86
Day 2,0.015915369320891125,0.78
Day 3,0.009422458584322778,0.78
Day 4,0.016086907904367904,0.72
Day 5,0.007191029059703103,0.64
Day 6,0.010385391566176651,0.66
Day 7,0.011463148175165788,0.62
Day 8,0.01975086545341068,0.54
Day 9,0.011257298479184105,0.84
Day 10,0.01296495362537522,0.78
Day 11,0.009370948057219714,0.8
Day 12,0.011959528676012549,0.8
Day 13,0.008117750217658874,0.72
Day 14,0.008849674530022162,0.76
Day 15,0.008840884245078999,0.7
Day 16,0.009523380834728146,0.8
Day 17,0.006954550765819207,0.9
Day 18,0.007988908119140886,0.86
Day 19,0.0048391241452211175,0.74
