Day,MSE_mu,Accuracy
Day 0,0.01877470708086432,0.9
Day 1,0.01229232994719619,0.66
Day 2,0.015287587654704421,0.86
Day 3,0.01976973317915026,0.7
Day 4,0.014162393496326444,0.78
Day 5,0.011613878182255979,0.8
Day 6,0.01244404427145604,0.7
Day 7,0.011762052935044969,0.74
Day 8,0.011359188136940214,0.74
Day 9,0.009518999394353453,0.9
Day 10,0.013143621221839985,0.72
Day 11,0.00832822456055114,0.76
Day 12,0.00720497188856081,0.84
Day 13,0.008397522260603642,0.86
Day 14,0.007073944958995701,0.88
Day 15,0.007324611812174661,0.92
Day 16,0.006950611273107671,0.72
Day 17,0.005843061192713214,0.78
Day 18,0.005256657444627954,0.9
Day 19,0.006374750265609317,0.72
