Day,MSE_mu,Accuracy
Day 0,0.016403252505077966,0.84
Day 1,0.019647216621213548,0.84
Day 2,0.01540078924567906,0.76
Day 3,0.014167250467706718,0.8
Day 4,0.008214794078398865,0.8
Day 5,0.008921122512267721,0.8
Day 6,0.0092265129851576,0.9
Day 7,0.008552639732776571,0.74
Day 8,0.011859861844912268,0.9
Day 9,0.00924727834073052,0.88
Day 10,0.004480876731983794,0.86
Day 11,0.00684035888286026,0.82
Day 12,0.004850388738364808,0.94
Day 13,0.005526983111212234,0.8
Day 14,0.006284466374281714,0.92
Day 15,0.004528063860924367,0.88
Day 16,0.004992646032703437,0.76
Day 17,0.002981314358859281,0.9
Day 18,0.006391152803300667,0.7
Day 19,0.0049926773989794615,0.74
