Day,MSE_mu,Accuracy
Day 0,0.03815176098875072,0.66
Day 1,0.026290304963795547,0.72
Day 2,0.02296923803173796,0.68
Day 3,0.014310012659953719,0.78
Day 4,0.012820453031282038,0.82
Day 5,0.013239861384782947,0.78
Day 6,0.011261805300924348,0.86
Day 7,0.008878279367459977,0.72
Day 8,0.010247958994123672,0.8
Day 9,0.008875438621686818,0.78
Day 10,0.007963200184352388,0.78
Day 11,0.005760539947973683,0.88
Day 12,0.008398500060791061,0.74
Day 13,0.007311997944415069,0.78
Day 14,0.008718431108059617,0.88
Day 15,0.0059473779954021385,0.9
Day 16,0.006248738941905181,0.92
Day 17,0.00566336724800686,0.76
Day 18,0.0059681353379579674,0.84
Day 19,0.006860723449549719,0.86
