Day,MSE_mu,Accuracy
Day 0,0.030305768537254866,0.68
Day 1,0.013472281755761907,0.78
Day 2,0.010950123998839136,0.8
Day 3,0.011061357747288374,0.82
Day 4,0.012149208548121444,0.74
Day 5,0.01066815244926209,0.92
Day 6,0.010379224434720103,0.88
Day 7,0.008094473000831843,0.76
Day 8,0.007510052046375205,0.86
Day 9,0.005744377718042487,0.92
Day 10,0.005024165756278814,0.74
Day 11,0.00727271875225723,0.86
Day 12,0.006027629071808669,0.86
Day 13,0.009846480310362466,0.72
Day 14,0.0073735531675775635,0.8
Day 15,0.005292539797125314,0.82
Day 16,0.0071307983440419285,0.78
Day 17,0.007995637730047982,0.82
Day 18,0.0065837798176133795,0.82
Day 19,0.004755618119062908,0.86
