Day,MSE_mu,Accuracy
Day 0,0.01800383281152505,0.82
Day 1,0.0190232707535025,0.62
Day 2,0.014293577329036977,0.76
Day 3,0.01094112912394645,0.84
Day 4,0.011090187985125859,0.88
Day 5,0.01333198734323453,0.7
Day 6,0.010168675343232958,0.94
Day 7,0.01170923885193403,0.82
Day 8,0.006960924049452696,0.84
Day 9,0.008384625503261908,0.76
Day 10,0.010162666653017705,0.72
Day 11,0.006493798008206426,0.86
Day 12,0.010179589430478322,0.8
Day 13,0.008759322700926175,0.84
Day 14,0.006167102557997817,0.84
Day 15,0.007162570297345453,0.76
Day 16,0.007925702394639704,0.74
Day 17,0.00520267207447767,0.9
Day 18,0.008595333095583472,0.84
Day 19,0.007952937093997298,0.86
