Day,MSE_mu,Accuracy
Day 0,0.025727608524828874,0.74
Day 1,0.014495911364653552,0.82
Day 2,0.020164301861605675,0.66
Day 3,0.02078259155041668,0.58
Day 4,0.01801212683122747,0.8
Day 5,0.017930101190123806,0.68
Day 6,0.015461324392576904,0.7
Day 7,0.015184866298617946,0.68
Day 8,0.020305582670978546,0.64
Day 9,0.016230526740855247,0.6
Day 10,0.013646920386008118,0.76
Day 11,0.011333380741472403,0.82
Day 12,0.011254945736714856,0.76
Day 13,0.010686827389813339,0.74
Day 14,0.012556801430308248,0.72
Day 15,0.01116111968044006,0.74
Day 16,0.007988112468005874,0.86
Day 17,0.007967776681794997,0.92
Day 18,0.014076306995501057,0.8
Day 19,0.008532822212400076,0.8
