Day,MSE_mu,Accuracy
Day 0,0.02426767385783233,0.82
Day 1,0.01696628890747659,0.76
Day 2,0.014240800446493415,0.84
Day 3,0.01288353425740262,0.64
Day 4,0.012986173975532672,0.8
Day 5,0.008824943236787498,0.78
Day 6,0.009143058638619955,0.86
Day 7,0.009301845752714302,0.74
Day 8,0.011714610434435281,0.58
Day 9,0.008322632144269036,0.82
Day 10,0.005954166381879375,0.88
Day 11,0.006584258478469378,0.84
Day 12,0.007417946414533305,0.84
Day 13,0.00757848099773846,0.86
Day 14,0.003941217014099852,0.88
Day 15,0.005511642695162537,0.88
Day 16,0.0053750676416956895,0.9
Day 17,0.004095033341842916,0.86
Day 18,0.005337090493211003,0.82
Day 19,0.0054345584964307185,0.94
