Day,MSE_mu,Accuracy
Day 0,0.028465473919676815,0.8
Day 1,0.01998501217923207,0.7
Day 2,0.014749038321457592,0.82
Day 3,0.01353586724718068,0.82
Day 4,0.011080952252231052,0.62
Day 5,0.008528752004756189,0.8
Day 6,0.011995473672566944,0.78
Day 7,0.0151662536444429,0.86
Day 8,0.011916932037922294,0.82
Day 9,0.011575007314309913,0.74
Day 10,0.010226624677985486,0.78
Day 11,0.007662188644169513,0.9
Day 12,0.008226793349034088,0.86
Day 13,0.007979760008832083,0.92
Day 14,0.006228100029787267,0.76
Day 15,0.006791007152368393,0.84
Day 16,0.006844038533247155,0.84
Day 17,0.004939697382848124,0.84
Day 18,0.00766828308980245,0.72
Day 19,0.00638401090962747,0.8
