Day,MSE_mu,Accuracy
Day 0,0.018788567210824315,0.86
Day 1,0.012595252112626737,0.8
Day 2,0.009561938803828428,0.82
Day 3,0.007439345035037589,0.94
Day 4,0.005863032835361098,0.88
Day 5,0.0070559601578565065,0.8
Day 6,0.0055588445119483946,0.96
Day 7,0.006050853180827046,0.82
Day 8,0.005835702378664694,0.86
Day 9,0.003796558644549791,0.88
Day 10,0.00541976813578518,0.88
Day 11,0.007034166345550638,0.78
Day 12,0.003554595107900499,0.86
Day 13,0.005332323195472755,0.84
Day 14,0.0057313601918914,0.74
Day 15,0.0047953101262157025,0.8
Day 16,0.0039007912018404266,0.88
Day 17,0.001894604264576469,0.8
Day 18,0.0030991748657222666,0.84
Day 19,0.0032947316033424337,0.9
