Day,MSE_mu,Accuracy
Day 0,0.02620901503365116,0.78
Day 1,0.015434124011074475,0.82
Day 2,0.010286102371933408,0.9
Day 3,0.008651633716850623,0.88
Day 4,0.010494449385998948,0.82
Day 5,0.01063250524563253,0.78
Day 6,0.008248433794505258,0.76
Day 7,0.009344296342927173,0.86
Day 8,0.008791258096036762,0.78
Day 9,0.0060846666190013145,0.84
Day 10,0.007435466328134125,0.78
Day 11,0.0058000017441655555,0.74
Day 12,0.004665868993712894,0.84
Day 13,0.00617387250851659,0.9
Day 14,0.0047540132624524275,0.88
Day 15,0.005070337738045511,0.84
Day 16,0.0063290831697262575,0.8
Day 17,0.005924954289211338,0.82
Day 18,0.004062284714859169,0.68
Day 19,0.004769664139900323,0.82
