Day,MSE_mu,Accuracy
Day 0,0.015759491532760603,0.9
Day 1,0.007321415259786802,0.88
Day 2,0.008175399322668971,0.88
Day 3,0.008371563384423525,0.92
Day 4,0.006416992919591852,0.9
Day 5,0.0068829829529677335,0.84
Day 6,0.0059309525638754175,0.9
Day 7,0.004538733937081401,0.96
Day 8,0.005603803764079201,0.82
Day 9,0.004328334737774148,0.88
Day 10,0.004147735833407693,0.98
Day 11,0.0040278366643101155,0.88
Day 12,0.0035776803440010973,0.92
Day 13,0.0029516978272289196,0.88
Day 14,0.003553811569560266,0.92
Day 15,0.004270009574394384,0.82
Day 16,0.003649604345418273,0.86
Day 17,0.0033934737692773724,0.9
Day 18,0.0037846239971159527,0.9
Day 19,0.003125193913416828,0.86
