Day,MSE_mu,Accuracy
Day 0,0.024644232613142827,0.72
Day 1,0.012937741470821157,0.92
Day 2,0.010232822670462325,0.82
Day 3,0.006467361947055822,0.8
Day 4,0.007868272677002117,0.82
Day 5,0.005884763376017069,0.9
Day 6,0.00886409944503664,0.78
Day 7,0.007644610370179007,0.86
Day 8,0.007160758024084473,0.8
Day 9,0.0061489990306330755,0.8
Day 10,0.004276862779828959,0.88
Day 11,0.004315494350873176,0.84
Day 12,0.005708943360518318,0.82
Day 13,0.0065603900370340374,0.84
Day 14,0.003352450200772655,0.9
Day 15,0.0037564681637341025,0.86
Day 16,0.005594393673749669,0.92
Day 17,0.004544743686313907,0.88
Day 18,0.004505196381055756,0.82
Day 19,0.0038043880128672664,0.88
