Day,MSE_mu,Accuracy
Day 0,0.019343122833232647,0.8
Day 1,0.018726577152047966,0.76
Day 2,0.020389578410831808,0.72
Day 3,0.012764644693338583,0.78
Day 4,0.018205325105107792,0.76
Day 5,0.01096570068756782,0.86
Day 6,0.009335935215351789,0.86
Day 7,0.009485850020897848,0.88
Day 8,0.010157933848258057,0.78
Day 9,0.011495237668759489,0.8
Day 10,0.005558644693732879,0.9
Day 11,0.008754377169626355,0.94
Day 12,0.007138239886693814,0.94
Day 13,0.005500344171908427,0.86
Day 14,0.006488856705288629,0.86
Day 15,0.0045038786894959085,0.88
Day 16,0.0034110122642491314,0.94
Day 17,0.006319870347310765,0.84
Day 18,0.0035993370844849184,0.94
Day 19,0.004908111920199284,0.86
