Day,MSE_mu,Accuracy
Day 0,0.016079303212405766,0.8
Day 1,0.017715715205385108,0.58
Day 2,0.01426929400143574,0.78
Day 3,0.015284810515213326,0.84
Day 4,0.013839323775291922,0.64
Day 5,0.012521270126184127,0.66
Day 6,0.01629617303399194,0.72
Day 7,0.014491482909962222,0.76
Day 8,0.014132111790184122,0.68
Day 9,0.0134178394076991,0.74
Day 10,0.019122070950310672,0.7
Day 11,0.01072196932649546,0.54
Day 12,0.017072653855451456,0.68
Day 13,0.012945804680788294,0.82
Day 14,0.01178000646550723,0.78
Day 15,0.013315738211050036,0.7
Day 16,0.00970855046395534,0.8
Day 17,0.010897746341861412,0.7
Day 18,0.010560656174587194,0.78
Day 19,0.007828752053933352,0.78
