Day,MSE_mu,Accuracy
Day 0,0.024465753712038706,0.68
Day 1,0.015579577213003976,0.72
Day 2,0.011699475764077275,0.86
Day 3,0.01355557901387974,0.76
Day 4,0.009766441963964359,0.78
Day 5,0.0105190854222189,0.88
Day 6,0.007393519112677413,0.86
Day 7,0.005462310604613199,0.84
Day 8,0.009717259476704088,0.72
Day 9,0.008936018372533765,0.88
Day 10,0.00623107091524957,0.8
Day 11,0.007697667884457086,0.72
Day 12,0.005452171144753422,0.9
Day 13,0.006603361722571173,0.9
Day 14,0.006524940552131411,0.78
Day 15,0.00562875945207624,0.86
Day 16,0.007548929226597117,0.72
Day 17,0.0048867539147275,0.9
Day 18,0.0046158144704558915,0.92
Day 19,0.006601746935206366,0.78
