Day,MSE_mu,Accuracy
Day 0,0.02799902412365402,0.86
Day 1,0.017854107543828098,0.76
Day 2,0.00949009453019753,0.9
Day 3,0.011861322386322167,0.7
Day 4,0.012541402118652232,0.72
Day 5,0.0106499179898667,0.86
Day 6,0.00939306870276925,0.84
Day 7,0.009478892991840189,0.84
Day 8,0.011349546615015381,0.78
Day 9,0.010024515909186587,0.74
Day 10,0.010715012796607661,0.82
Day 11,0.007933510103729452,0.66
Day 12,0.00880274362915329,0.82
Day 13,0.008143905523681005,0.72
Day 14,0.004183157775030397,0.82
Day 15,0.0054238373043284755,0.9
Day 16,0.005041848002415038,0.88
Day 17,0.006647036354351413,0.86
Day 18,0.007034764757794975,0.78
Day 19,0.004643794627055211,0.82
