Day,MSE_mu,Accuracy
Day 0,0.03198091765560105,0.7
Day 1,0.024188341072336684,0.68
Day 2,0.011044009357648186,0.86
Day 3,0.008311528627049175,0.84
Day 4,0.01737218759772103,0.78
Day 5,0.009401481269187908,0.88
Day 6,0.006402729978644784,0.92
Day 7,0.008229574968126088,0.82
Day 8,0.007429938904485729,0.78
Day 9,0.009183626141408012,0.76
Day 10,0.007350461880991137,0.88
Day 11,0.008276553608691343,0.76
Day 12,0.007017327672039976,0.82
Day 13,0.007478294692761463,0.76
Day 14,0.007401201480816867,0.86
Day 15,0.006087456606147212,0.86
Day 16,0.005629250908259833,0.84
Day 17,0.005385312160336165,0.8
Day 18,0.005702248581278779,0.86
Day 19,0.006346381150709949,0.76
