Day,MSE_mu,Accuracy
Day 0,0.020968304821648107,0.94
Day 1,0.01377231308058128,0.8
Day 2,0.012564390337536783,0.74
Day 3,0.01205000982858327,0.86
Day 4,0.013095448394605505,0.76
Day 5,0.009212410877715458,0.8
Day 6,0.008020368419859548,0.74
Day 7,0.008961507667926631,0.84
Day 8,0.006923545424884755,0.82
Day 9,0.0074852452492238436,0.8
Day 10,0.007104072597305048,0.88
Day 11,0.006610890939693318,0.78
Day 12,0.006696111372083296,0.88
Day 13,0.006140065502558619,0.9
Day 14,0.006413979447770659,0.86
Day 15,0.005248493716585319,0.74
Day 16,0.006172621877195239,0.82
Day 17,0.005798703578447516,0.84
Day 18,0.004730216835380515,0.72
Day 19,0.0047348532316179035,0.74
