Day,MSE_mu,Accuracy
Day 0,0.02758153637205862,0.64
Day 1,0.012681339582427799,0.82
Day 2,0.01762939848077969,0.8
Day 3,0.011550539942009986,0.86
Day 4,0.007874911865578893,0.68
Day 5,0.008360291643292838,0.82
Day 6,0.01199997454518602,0.82
Day 7,0.008690977012505083,0.88
Day 8,0.008376964075360468,0.9
Day 9,0.006647743091017445,0.82
Day 10,0.008377253199289364,0.78
Day 11,0.009623458734801225,0.82
Day 12,0.007286821279849627,0.82
Day 13,0.006558487566401127,0.9
Day 14,0.005384552131310144,0.92
Day 15,0.005617521943380565,0.78
Day 16,0.006214099444156416,0.86
Day 17,0.00551101690085962,0.8
Day 18,0.005582823153876315,0.94
Day 19,0.0038367986748872244,0.96
