Day,MSE_mu,Accuracy
Day 0,0.030191556299940275,0.78
Day 1,0.019373352356625413,0.74
Day 2,0.014012846395225608,0.72
Day 3,0.01796669146704005,0.6
Day 4,0.014247095750934656,0.72
Day 5,0.01101254366194493,0.82
Day 6,0.014346069921657767,0.66
Day 7,0.011636008887777464,0.66
Day 8,0.0075816185218850665,0.76
Day 9,0.015444773056516545,0.82
Day 10,0.009502594870919279,0.76
Day 11,0.009876730346942768,0.78
Day 12,0.009311812125341854,0.86
Day 13,0.011382312248760728,0.68
Day 14,0.007313641119570299,0.82
Day 15,0.007095050536252437,0.92
Day 16,0.007489444349508074,0.82
Day 17,0.005452655901103407,0.76
Day 18,0.004143480538881827,0.84
Day 19,0.005806581728057749,0.9
