Day,MSE_mu,Accuracy
Day 0,0.024817125592258675,0.82
Day 1,0.01127610114825081,0.84
Day 2,0.009636492659257456,0.78
Day 3,0.011425521869346589,0.86
Day 4,0.013256904959185509,0.68
Day 5,0.007173783814466679,0.82
Day 6,0.007752882957240415,0.72
Day 7,0.006507853594639773,0.9
Day 8,0.00509921377452399,0.82
Day 9,0.0064512846133273,0.8
Day 10,0.007135449197903356,0.88
Day 11,0.005015446956183935,0.8
Day 12,0.006662999539230003,0.84
Day 13,0.0064547460545594,0.8
Day 14,0.005569182640695161,0.76
Day 15,0.008274309290933602,0.92
Day 16,0.004205440605627387,0.86
Day 17,0.004407167801186481,0.88
Day 18,0.006753796115535156,0.88
Day 19,0.004192082375070899,0.82
