Day,MSE_mu,Accuracy
Day 0,0.03125580188163853,0.66
Day 1,0.011539164481600814,0.88
Day 2,0.011191797633881426,0.8
Day 3,0.011302950292864515,0.82
Day 4,0.011499204232664328,0.74
Day 5,0.011884915401917617,0.84
Day 6,0.0093650348005821,0.88
Day 7,0.007584234106319019,0.88
Day 8,0.008513279887638529,0.8
Day 9,0.007632166205993653,0.88
Day 10,0.007824586242167047,0.86
Day 11,0.008155093007603855,0.72
Day 12,0.009723046621896056,0.7
Day 13,0.0063401437283641384,0.92
Day 14,0.007208004108833188,0.8
Day 15,0.004709533981566094,0.78
Day 16,0.00819580252848323,0.76
Day 17,0.004806688934453048,0.88
Day 18,0.00502469151303114,0.9
Day 19,0.005872608841659926,0.84
