Day,MSE_mu,Accuracy
Day 0,0.028131428115001144,0.8
Day 1,0.015936485668509172,0.76
Day 2,0.010535476122727493,0.72
Day 3,0.010226389124989833,0.78
Day 4,0.013381512651225707,0.8
Day 5,0.00922759719162388,0.82
Day 6,0.008321502191634304,0.86
Day 7,0.008813152034846141,0.72
Day 8,0.010795986274544717,0.6
Day 9,0.00962181957435773,0.86
Day 10,0.009385570634387842,0.76
Day 11,0.006464747612106601,0.9
Day 12,0.00656801753843583,0.78
Day 13,0.007102579607975274,0.92
Day 14,0.0069201330319747486,0.82
Day 15,0.005815261481824686,0.86
Day 16,0.0035127380216188994,0.92
Day 17,0.005478927529939111,0.78
Day 18,0.005872812018055748,0.86
Day 19,0.005063060454300601,0.82
