Day,MSE_mu,Accuracy
Day 0,0.01630393931361242,0.82
Day 1,0.016498305724753394,0.82
Day 2,0.01105276920160868,0.8
Day 3,0.008435602038636695,0.78
Day 4,0.00720517659733643,0.86
Day 5,0.007422632379749335,0.74
Day 6,0.005715229586588739,0.94
Day 7,0.007056159514632297,0.86
Day 8,0.0054228321923901965,0.92
Day 9,0.005577784609952732,0.92
Day 10,0.005736675969798046,0.78
Day 11,0.0036230250426815395,0.78
Day 12,0.004471902543792893,0.86
Day 13,0.005650567017190658,0.74
Day 14,0.003943292390204821,0.88
Day 15,0.003908827957176662,0.8
Day 16,0.0038251911575202645,0.78
Day 17,0.004252831528747591,0.92
Day 18,0.0032580026305789396,0.82
Day 19,0.0031290768590574816,0.82
