Day,MSE_mu,Accuracy
Day 0,0.02305482853944644,0.8
Day 1,0.02032638515496899,0.64
Day 2,0.013939360540613378,0.76
Day 3,0.007433846964699109,0.94
Day 4,0.009053814191732481,0.82
Day 5,0.00963830223088527,0.74
Day 6,0.010008565182128261,0.86
Day 7,0.009669793141473704,0.78
Day 8,0.006486925807771218,0.8
Day 9,0.005451030161535198,0.84
Day 10,0.008765510802720372,0.86
Day 11,0.008447603056946073,0.86
Day 12,0.007294996195713011,0.82
Day 13,0.009055610852620955,0.76
Day 14,0.005156515462761407,0.86
Day 15,0.004715142537551388,0.76
Day 16,0.007961718792099361,0.76
Day 17,0.0061413486330465245,0.86
Day 18,0.005115059893985869,0.8
Day 19,0.005125263030953139,0.68
