Day,MSE_mu,Accuracy
Day 0,0.018091944051486633,0.82
Day 1,0.013161505627534452,0.72
Day 2,0.012759661360479997,0.88
Day 3,0.010862426575205097,0.7
Day 4,0.00936153278501087,0.84
Day 5,0.008276323963538586,0.96
Day 6,0.009201353899625942,0.8
Day 7,0.007418070895045899,0.88
Day 8,0.00945955787807456,0.66
Day 9,0.007243925245057492,0.74
Day 10,0.00792061961599324,0.84
Day 11,0.005364815471504664,0.8
Day 12,0.006644386140042191,0.76
Day 13,0.007061936694007629,0.88
Day 14,0.007020650703175315,0.84
Day 15,0.005871718989862734,0.82
Day 16,0.008777607524256973,0.76
Day 17,0.006579273898903646,0.88
Day 18,0.006538895258695176,0.86
Day 19,0.0060609895826272886,0.76
