Day,MSE_mu,Accuracy
Day 0,0.03313659270409614,0.76
Day 1,0.021137830516745133,0.82
Day 2,0.016773278195045697,0.64
Day 3,0.01514230076541879,0.76
Day 4,0.014729104457531894,0.74
Day 5,0.014273909115993955,0.72
Day 6,0.015235320534163018,0.66
Day 7,0.012227522952932734,0.78
Day 8,0.010932604444607547,0.74
Day 9,0.013138426109273278,0.82
Day 10,0.007787302866275338,0.88
Day 11,0.01159277499420181,0.72
Day 12,0.008738676584740116,0.86
Day 13,0.012517122494072119,0.72
Day 14,0.009758602508846328,0.8
Day 15,0.008442938107875669,0.66
Day 16,0.0080582862005795,0.86
Day 17,0.0057520014951509026,0.82
Day 18,0.006524172086201072,0.82
Day 19,0.00755351239646103,0.8
