Day,MSE_mu,Accuracy
Day 0,0.021223442370873376,0.86
Day 1,0.012916587161997025,0.82
Day 2,0.007467162010548605,0.82
Day 3,0.0081233734647534,0.82
Day 4,0.008086409818293512,0.86
Day 5,0.00794781266860844,0.7
Day 6,0.005878191771348365,0.8
Day 7,0.007943290254180663,0.84
Day 8,0.007387611804588712,0.86
Day 9,0.005060955832913462,0.86
Day 10,0.007396115554129795,0.78
Day 11,0.00790914762354389,0.8
Day 12,0.0063513432030853426,0.8
Day 13,0.006774310016230132,0.88
Day 14,0.004529890738057734,0.78
Day 15,0.004965863419606471,0.9
Day 16,0.00582127467755154,0.88
Day 17,0.00419151476313941,0.96
Day 18,0.003968175971318454,0.84
Day 19,0.004723186876540685,0.9
