Day,MSE_mu,Accuracy
Day 0,0.02322250502780674,0.8
Day 1,0.01926436148412981,0.76
Day 2,0.010188495606831853,0.68
Day 3,0.01479155559461151,0.72
Day 4,0.009867617894361684,0.76
Day 5,0.009679302932533412,0.84
Day 6,0.011473205126729677,0.76
Day 7,0.009296891814477352,0.78
Day 8,0.008457664675454593,0.88
Day 9,0.00775111152903566,0.88
Day 10,0.005353997120826082,0.86
Day 11,0.00676085953388909,0.9
Day 12,0.006596683372332456,0.82
Day 13,0.007144323824904291,0.86
Day 14,0.005927396422090247,0.84
Day 15,0.005076508146003161,0.84
Day 16,0.004101664070059684,0.8
Day 17,0.004552001584825631,0.9
Day 18,0.00557737444898392,0.92
Day 19,0.0038308896936707104,0.76
