Day,MSE_mu,Accuracy
Day 0,0.02225338405522572,0.82
Day 1,0.010599097482528456,0.88
Day 2,0.005653546629702363,0.82
Day 3,0.006124258789294554,0.7
Day 4,0.0073225399426889845,0.84
Day 5,0.007798959132295387,0.78
Day 6,0.007886013344714664,0.8
Day 7,0.0067536405711509295,0.82
Day 8,0.007925945203837883,0.84
Day 9,0.004788527920659631,0.82
Day 10,0.005811942712324422,0.6
Day 11,0.005622256578551922,0.72
Day 12,0.004864863153771918,0.82
Day 13,0.004935232111072461,0.94
Day 14,0.006904441144584516,0.78
Day 15,0.0058246035919366735,0.76
Day 16,0.004529748027706155,0.92
Day 17,0.005087853527761781,0.8
Day 18,0.006629792739010222,0.86
Day 19,0.005289530804270012,0.84
