Day,MSE_mu,Accuracy
Day 0,0.02446526035960095,0.7
Day 1,0.01761141810122332,0.78
Day 2,0.00842261501078498,0.74
Day 3,0.010986259031841679,0.88
Day 4,0.012197877656958116,0.76
Day 5,0.01231477422123406,0.84
Day 6,0.01153125187605284,0.74
Day 7,0.012434136021734885,0.78
Day 8,0.01021661166714859,0.86
Day 9,0.008400424918481468,0.72
Day 10,0.00867642619449677,0.9
Day 11,0.007906729272871347,0.78
Day 12,0.00758874736398998,0.88
Day 13,0.007430054012824093,0.78
Day 14,0.006542158569875381,0.88
Day 15,0.005029869965778568,0.74
Day 16,0.004305124034166393,0.82
Day 17,0.004332803845824903,0.84
Day 18,0.006007495086748331,0.74
Day 19,0.00500728232758899,0.92
