Day,MSE_mu,Accuracy
Day 0,0.012366414283322236,0.82
Day 1,0.011486108543197758,0.7
Day 2,0.012156574360867518,0.82
Day 3,0.014069781542448298,0.86
Day 4,0.009428517248282945,0.82
Day 5,0.012397844976037516,0.76
Day 6,0.008542032717596935,0.88
Day 7,0.008717526667390164,0.74
Day 8,0.0071586253464837385,0.92
Day 9,0.007447373344488662,0.9
Day 10,0.007340801229072745,0.78
Day 11,0.00954812463233853,0.9
Day 12,0.00709896785733804,0.88
Day 13,0.008908286773097377,0.8
Day 14,0.0063618899600323565,0.86
Day 15,0.006656766325595365,0.86
Day 16,0.004207182021439071,0.8
Day 17,0.005267192813196718,0.9
Day 18,0.004863522103453193,0.84
Day 19,0.004144512246377236,0.8
