Day,MSE_mu,Accuracy
Day 0,0.027914305739805016,0.74
Day 1,0.024122004743289276,0.72
Day 2,0.01724520170611619,0.8
Day 3,0.01030619578304238,0.76
Day 4,0.007678794048327992,0.88
Day 5,0.010696297616111692,0.72
Day 6,0.01266067934767211,0.8
Day 7,0.010896232420350331,0.74
Day 8,0.00956544426148859,0.8
Day 9,0.00895482839533944,0.8
Day 10,0.008207071657264463,0.78
Day 11,0.009451923168413392,0.66
Day 12,0.0068090041926495365,0.84
Day 13,0.009427076979395136,0.72
Day 14,0.007215409171466545,0.82
Day 15,0.00397404516043738,0.72
Day 16,0.007589051931569943,0.64
Day 17,0.008319704690543096,0.86
Day 18,0.008077469947035888,0.78
Day 19,0.00850667678430241,0.86
