Day,MSE_mu,Accuracy
Day 0,0.019150779994917048,0.78
Day 1,0.024947955390198045,0.56
Day 2,0.0214064488663958,0.64
Day 3,0.014120619168258583,0.72
Day 4,0.01583056499659841,0.8
Day 5,0.010585642376071864,0.84
Day 6,0.012384969256354723,0.72
Day 7,0.013015180184040857,0.6
Day 8,0.014021575902818747,0.6
Day 9,0.010291080153200415,0.9
Day 10,0.009080081093082117,0.66
Day 11,0.012684090512438852,0.9
Day 12,0.013751287610563634,0.72
Day 13,0.00929066439520839,0.8
Day 14,0.007866252505701065,0.88
Day 15,0.00782629104386965,0.82
Day 16,0.010412393721769326,0.82
Day 17,0.006456213713052792,0.68
Day 18,0.008639341015156246,0.74
Day 19,0.010297041094159805,0.72
